Año,Municipio,categoria_delito,Total_Anual
2015,San Miguel el Alto,ROBO,118
2016,San Miguel el Alto,ROBO,100
2017,San Miguel el Alto,ROBO,63
2018,San Miguel el Alto,ROBO,65
2019,San Miguel el Alto,ROBO,67
2020,San Miguel el Alto,ROBO,66
2021,San Miguel el Alto,ROBO,34
2022,San Miguel el Alto,ROBO,38
2023,San Miguel el Alto,ROBO,37
2024,San Miguel el Alto,ROBO,30
2025,San Miguel el Alto,ROBO,35
2015,San Pedro Tlaquepaque,ROBO,1537
2016,San Pedro Tlaquepaque,ROBO,4538
2017,San Pedro Tlaquepaque,ROBO,8126
2018,San Pedro Tlaquepaque,ROBO,8525
2019,San Pedro Tlaquepaque,ROBO,8033
2020,San Pedro Tlaquepaque,ROBO,5826
2021,San Pedro Tlaquepaque,ROBO,5851
2022,San Pedro Tlaquepaque,ROBO,5273
2023,San Pedro Tlaquepaque,ROBO,5211
2024,San Pedro Tlaquepaque,ROBO,4914
2025,San Pedro Tlaquepaque,ROBO,4141
2015,San Sebastián del Oeste,ROBO,8
2016,San Sebastián del Oeste,ROBO,6
2017,San Sebastián del Oeste,ROBO,11
2018,San Sebastián del Oeste,ROBO,3
2019,San Sebastián del Oeste,ROBO,4
2020,San Sebastián del Oeste,ROBO,3
2021,San Sebastián del Oeste,ROBO,6
2022,San Sebastián del Oeste,ROBO,0
2023,San Sebastián del Oeste,ROBO,7
2024,San Sebastián del Oeste,ROBO,4
2025,San Sebastián del Oeste,ROBO,2
2015,Santa María de los Ángeles,ROBO,2
2016,Santa María de los Ángeles,ROBO,2
2017,Santa María de los Ángeles,ROBO,3
2018,Santa María de los Ángeles,ROBO,6
2019,Santa María de los Ángeles,ROBO,0
2020,Santa María de los Ángeles,ROBO,2
2021,Santa María de los Ángeles,ROBO,4
2022,Santa María de los Ángeles,ROBO,2
2023,Santa María de los Ángeles,ROBO,2
2024,Santa María de los Ángeles,ROBO,11
2025,Santa María de los Ángeles,ROBO,7
2015,Santa María del Oro,ROBO,1
2016,Santa María del Oro,ROBO,2
2017,Santa María del Oro,ROBO,1
2018,Santa María del Oro,ROBO,1
2019,Santa María del Oro,ROBO,0
2020,Santa María del Oro,ROBO,0
2021,Santa María del Oro,ROBO,0
2022,Santa María del Oro,ROBO,1
2023,Santa María del Oro,ROBO,1
2024,Santa María del Oro,ROBO,0
2025,Santa María del Oro,ROBO,1
2015,Sayula,ROBO,137
2016,Sayula,ROBO,98
2017,Sayula,ROBO,117
2018,Sayula,ROBO,105
2019,Sayula,ROBO,69
2020,Sayula,ROBO,57
2021,Sayula,ROBO,59
2022,Sayula,ROBO,63
2023,Sayula,ROBO,64
2024,Sayula,ROBO,74
2025,Sayula,ROBO,61
2015,Tala,ROBO,399
2016,Tala,ROBO,394
2017,Tala,ROBO,487
2018,Tala,ROBO,333
2019,Tala,ROBO,353
2020,Tala,ROBO,414
2021,Tala,ROBO,343
2022,Tala,ROBO,252
2023,Tala,ROBO,190
2024,Tala,ROBO,316
2025,Tala,ROBO,284
2015,Talpa de Allende,ROBO,31
2016,Talpa de Allende,ROBO,51
2017,Talpa de Allende,ROBO,52
2018,Talpa de Allende,ROBO,51
2019,Talpa de Allende,ROBO,16
2020,Talpa de Allende,ROBO,17
2021,Talpa de Allende,ROBO,19
2022,Talpa de Allende,ROBO,14
2023,Talpa de Allende,ROBO,19
2024,Talpa de Allende,ROBO,11
2025,Talpa de Allende,ROBO,8
2015,Tamazula de Gordiano,ROBO,116
2016,Tamazula de Gordiano,ROBO,76
2017,Tamazula de Gordiano,ROBO,38
2018,Tamazula de Gordiano,ROBO,56
2019,Tamazula de Gordiano,ROBO,57
2020,Tamazula de Gordiano,ROBO,21
2021,Tamazula de Gordiano,ROBO,31
2022,Tamazula de Gordiano,ROBO,24
2023,Tamazula de Gordiano,ROBO,27
2024,Tamazula de Gordiano,ROBO,25
2025,Tamazula de Gordiano,ROBO,25
2015,Tapalpa,ROBO,24
2016,Tapalpa,ROBO,26
2017,Tapalpa,ROBO,26
2018,Tapalpa,ROBO,33
2019,Tapalpa,ROBO,29
2020,Tapalpa,ROBO,26
2021,Tapalpa,ROBO,18
2022,Tapalpa,ROBO,21
2023,Tapalpa,ROBO,28
2024,Tapalpa,ROBO,23
2025,Tapalpa,ROBO,33
2015,Tecalitlán,ROBO,17
2016,Tecalitlán,ROBO,9
2017,Tecalitlán,ROBO,7
2018,Tecalitlán,ROBO,10
2019,Tecalitlán,ROBO,11
2020,Tecalitlán,ROBO,7
2021,Tecalitlán,ROBO,7
2022,Tecalitlán,ROBO,6
2023,Tecalitlán,ROBO,8
2024,Tecalitlán,ROBO,6
2025,Tecalitlán,ROBO,8
2015,Techaluta de Montenegro,ROBO,4
2016,Techaluta de Montenegro,ROBO,19
2017,Techaluta de Montenegro,ROBO,13
2018,Techaluta de Montenegro,ROBO,12
2019,Techaluta de Montenegro,ROBO,5
2020,Techaluta de Montenegro,ROBO,13
2021,Techaluta de Montenegro,ROBO,3
2022,Techaluta de Montenegro,ROBO,17
2023,Techaluta de Montenegro,ROBO,12
2024,Techaluta de Montenegro,ROBO,9
2025,Techaluta de Montenegro,ROBO,6
2015,Tecolotlán,ROBO,48
2016,Tecolotlán,ROBO,63
2017,Tecolotlán,ROBO,69
2018,Tecolotlán,ROBO,50
2019,Tecolotlán,ROBO,45
2020,Tecolotlán,ROBO,23
2021,Tecolotlán,ROBO,20
2022,Tecolotlán,ROBO,27
2023,Tecolotlán,ROBO,37
2024,Tecolotlán,ROBO,35
2025,Tecolotlán,ROBO,30
2015,Tenamaxtlán,ROBO,12
2016,Tenamaxtlán,ROBO,5
2017,Tenamaxtlán,ROBO,9
2018,Tenamaxtlán,ROBO,10
2019,Tenamaxtlán,ROBO,12
2020,Tenamaxtlán,ROBO,10
2021,Tenamaxtlán,ROBO,7
2022,Tenamaxtlán,ROBO,4
2023,Tenamaxtlán,ROBO,2
2024,Tenamaxtlán,ROBO,6
2025,Tenamaxtlán,ROBO,2
2015,Teocaltiche,ROBO,54
2016,Teocaltiche,ROBO,26
2017,Teocaltiche,ROBO,32
2018,Teocaltiche,ROBO,28
2019,Teocaltiche,ROBO,19
2020,Teocaltiche,ROBO,30
2021,Teocaltiche,ROBO,13
2022,Teocaltiche,ROBO,16
2023,Teocaltiche,ROBO,10
2024,Teocaltiche,ROBO,16
2025,Teocaltiche,ROBO,18
2015,Teocuitatlán de Corona,ROBO,17
2016,Teocuitatlán de Corona,ROBO,5
2017,Teocuitatlán de Corona,ROBO,20
2018,Teocuitatlán de Corona,ROBO,9
2019,Teocuitatlán de Corona,ROBO,25
2020,Teocuitatlán de Corona,ROBO,22
2021,Teocuitatlán de Corona,ROBO,7
2022,Teocuitatlán de Corona,ROBO,8
2023,Teocuitatlán de Corona,ROBO,5
2024,Teocuitatlán de Corona,ROBO,11
2025,Teocuitatlán de Corona,ROBO,5
2015,Tepatitlán de Morelos,ROBO,835
2016,Tepatitlán de Morelos,ROBO,978
2017,Tepatitlán de Morelos,ROBO,777
2018,Tepatitlán de Morelos,ROBO,687
2019,Tepatitlán de Morelos,ROBO,524
2020,Tepatitlán de Morelos,ROBO,367
2021,Tepatitlán de Morelos,ROBO,362
2022,Tepatitlán de Morelos,ROBO,319
2023,Tepatitlán de Morelos,ROBO,319
2024,Tepatitlán de Morelos,ROBO,278
2025,Tepatitlán de Morelos,ROBO,262
2015,Tequila,ROBO,130
2016,Tequila,ROBO,121
2017,Tequila,ROBO,150
2018,Tequila,ROBO,133
2019,Tequila,ROBO,165
2020,Tequila,ROBO,131
2021,Tequila,ROBO,143
2022,Tequila,ROBO,104
2023,Tequila,ROBO,99
2024,Tequila,ROBO,134
2025,Tequila,ROBO,95
2015,Teuchitlán,ROBO,18
2016,Teuchitlán,ROBO,35
2017,Teuchitlán,ROBO,33
2018,Teuchitlán,ROBO,16
2019,Teuchitlán,ROBO,9
2020,Teuchitlán,ROBO,19
2021,Teuchitlán,ROBO,26
2022,Teuchitlán,ROBO,14
2023,Teuchitlán,ROBO,9
2024,Teuchitlán,ROBO,12
2025,Teuchitlán,ROBO,20
2015,Tizapán el Alto,ROBO,26
2016,Tizapán el Alto,ROBO,50
2017,Tizapán el Alto,ROBO,28
2018,Tizapán el Alto,ROBO,12
2019,Tizapán el Alto,ROBO,39
2020,Tizapán el Alto,ROBO,24
2021,Tizapán el Alto,ROBO,25
2022,Tizapán el Alto,ROBO,32
2023,Tizapán el Alto,ROBO,30
2024,Tizapán el Alto,ROBO,25
2025,Tizapán el Alto,ROBO,27
2015,Tlajomulco de Zúñiga,ROBO,2485
2016,Tlajomulco de Zúñiga,ROBO,3943
2017,Tlajomulco de Zúñiga,ROBO,7204
2018,Tlajomulco de Zúñiga,ROBO,7335
2019,Tlajomulco de Zúñiga,ROBO,5428
2020,Tlajomulco de Zúñiga,ROBO,3398
2021,Tlajomulco de Zúñiga,ROBO,3710
2022,Tlajomulco de Zúñiga,ROBO,4009
2023,Tlajomulco de Zúñiga,ROBO,3531
2024,Tlajomulco de Zúñiga,ROBO,3319
2025,Tlajomulco de Zúñiga,ROBO,3103
2015,Tolimán,ROBO,9
2016,Tolimán,ROBO,6
2017,Tolimán,ROBO,12
2018,Tolimán,ROBO,10
2019,Tolimán,ROBO,0
2020,Tolimán,ROBO,3
2021,Tolimán,ROBO,5
2022,Tolimán,ROBO,0
2023,Tolimán,ROBO,8
2024,Tolimán,ROBO,10
2025,Tolimán,ROBO,1
2015,Tomatlán,ROBO,87
2016,Tomatlán,ROBO,51
2017,Tomatlán,ROBO,44
2018,Tomatlán,ROBO,30
2019,Tomatlán,ROBO,19
2020,Tomatlán,ROBO,21
2021,Tomatlán,ROBO,34
2022,Tomatlán,ROBO,32
2023,Tomatlán,ROBO,12
2024,Tomatlán,ROBO,23
2025,Tomatlán,ROBO,20
2015,Tonalá,ROBO,1042
2016,Tonalá,ROBO,3118
2017,Tonalá,ROBO,5773
2018,Tonalá,ROBO,6293
2019,Tonalá,ROBO,6648
2020,Tonalá,ROBO,4646
2021,Tonalá,ROBO,3835
2022,Tonalá,ROBO,3090
2023,Tonalá,ROBO,2739
2024,Tonalá,ROBO,2360
2025,Tonalá,ROBO,2108
2015,Tonaya,ROBO,5
2016,Tonaya,ROBO,6
2017,Tonaya,ROBO,4
2018,Tonaya,ROBO,5
2019,Tonaya,ROBO,6
2020,Tonaya,ROBO,3
2021,Tonaya,ROBO,1
2022,Tonaya,ROBO,0
2023,Tonaya,ROBO,2
2024,Tonaya,ROBO,4
2025,Tonaya,ROBO,5
2015,Tonila,ROBO,0
2016,Tonila,ROBO,15
2017,Tonila,ROBO,13
2018,Tonila,ROBO,7
2019,Tonila,ROBO,3
2020,Tonila,ROBO,6
2021,Tonila,ROBO,10
2022,Tonila,ROBO,14
2023,Tonila,ROBO,14
2024,Tonila,ROBO,24
2025,Tonila,ROBO,10
2015,Totatiche,ROBO,6
2016,Totatiche,ROBO,7
2017,Totatiche,ROBO,8
2018,Totatiche,ROBO,6
2019,Totatiche,ROBO,6
2020,Totatiche,ROBO,3
2021,Totatiche,ROBO,5
2022,Totatiche,ROBO,2
2023,Totatiche,ROBO,0
2024,Totatiche,ROBO,1
2025,Totatiche,ROBO,2
2015,Tototlán,ROBO,64
2016,Tototlán,ROBO,60
2017,Tototlán,ROBO,41
2018,Tototlán,ROBO,58
2019,Tototlán,ROBO,49
2020,Tototlán,ROBO,35
2021,Tototlán,ROBO,18
2022,Tototlán,ROBO,29
2023,Tototlán,ROBO,22
2024,Tototlán,ROBO,29
2025,Tototlán,ROBO,34
2015,Tuxcacuesco,ROBO,1
2016,Tuxcacuesco,ROBO,4
2017,Tuxcacuesco,ROBO,5
2018,Tuxcacuesco,ROBO,8
2019,Tuxcacuesco,ROBO,4
2020,Tuxcacuesco,ROBO,3
2021,Tuxcacuesco,ROBO,2
2022,Tuxcacuesco,ROBO,1
2023,Tuxcacuesco,ROBO,1
2024,Tuxcacuesco,ROBO,0
2025,Tuxcacuesco,ROBO,2
2015,Tuxcueca,ROBO,8
2016,Tuxcueca,ROBO,15
2017,Tuxcueca,ROBO,21
2018,Tuxcueca,ROBO,14
2019,Tuxcueca,ROBO,16
2020,Tuxcueca,ROBO,8
2021,Tuxcueca,ROBO,20
2022,Tuxcueca,ROBO,10
2023,Tuxcueca,ROBO,8
2024,Tuxcueca,ROBO,8
2025,Tuxcueca,ROBO,9
2015,Tuxpan,ROBO,72
2016,Tuxpan,ROBO,51
2017,Tuxpan,ROBO,60
2018,Tuxpan,ROBO,81
2019,Tuxpan,ROBO,64
2020,Tuxpan,ROBO,29
2021,Tuxpan,ROBO,42
2022,Tuxpan,ROBO,32
2023,Tuxpan,ROBO,59
2024,Tuxpan,ROBO,54
2025,Tuxpan,ROBO,44
2015,Unión de San Antonio,ROBO,37
2016,Unión de San Antonio,ROBO,28
2017,Unión de San Antonio,ROBO,31
2018,Unión de San Antonio,ROBO,21
2019,Unión de San Antonio,ROBO,22
2020,Unión de San Antonio,ROBO,16
2021,Unión de San Antonio,ROBO,16
2022,Unión de San Antonio,ROBO,17
2023,Unión de San Antonio,ROBO,25
2024,Unión de San Antonio,ROBO,14
2025,Unión de San Antonio,ROBO,13
2015,Unión de Tula,ROBO,32
2016,Unión de Tula,ROBO,36
2017,Unión de Tula,ROBO,36
2018,Unión de Tula,ROBO,37
2019,Unión de Tula,ROBO,29
2020,Unión de Tula,ROBO,22
2021,Unión de Tula,ROBO,23
2022,Unión de Tula,ROBO,18
2023,Unión de Tula,ROBO,22
2024,Unión de Tula,ROBO,13
2025,Unión de Tula,ROBO,21
2015,Valle de Guadalupe,ROBO,18
2016,Valle de Guadalupe,ROBO,24
2017,Valle de Guadalupe,ROBO,23
2018,Valle de Guadalupe,ROBO,19
2019,Valle de Guadalupe,ROBO,34
2020,Valle de Guadalupe,ROBO,20
2021,Valle de Guadalupe,ROBO,19
2022,Valle de Guadalupe,ROBO,5
2023,Valle de Guadalupe,ROBO,26
2024,Valle de Guadalupe,ROBO,14
2025,Valle de Guadalupe,ROBO,15
2015,Valle de Juárez,ROBO,10
2016,Valle de Juárez,ROBO,8
2017,Valle de Juárez,ROBO,8
2018,Valle de Juárez,ROBO,6
2019,Valle de Juárez,ROBO,6
2020,Valle de Juárez,ROBO,3
2021,Valle de Juárez,ROBO,3
2022,Valle de Juárez,ROBO,8
2023,Valle de Juárez,ROBO,7
2024,Valle de Juárez,ROBO,5
2025,Valle de Juárez,ROBO,4
2015,Villa Corona,ROBO,36
2016,Villa Corona,ROBO,69
2017,Villa Corona,ROBO,85
2018,Villa Corona,ROBO,65
2019,Villa Corona,ROBO,63
2020,Villa Corona,ROBO,97
2021,Villa Corona,ROBO,64
2022,Villa Corona,ROBO,42
2023,Villa Corona,ROBO,40
2024,Villa Corona,ROBO,54
2025,Villa Corona,ROBO,41
2015,Villa Guerrero,ROBO,9
2016,Villa Guerrero,ROBO,5
2017,Villa Guerrero,ROBO,10
2018,Villa Guerrero,ROBO,12
2019,Villa Guerrero,ROBO,7
2020,Villa Guerrero,ROBO,1
2021,Villa Guerrero,ROBO,1
2022,Villa Guerrero,ROBO,3
2023,Villa Guerrero,ROBO,2
2024,Villa Guerrero,ROBO,1
2025,Villa Guerrero,ROBO,2
2015,Villa Hidalgo,ROBO,35
2016,Villa Hidalgo,ROBO,15
2017,Villa Hidalgo,ROBO,10
2018,Villa Hidalgo,ROBO,14
2019,Villa Hidalgo,ROBO,14
2020,Villa Hidalgo,ROBO,13
2021,Villa Hidalgo,ROBO,9
2022,Villa Hidalgo,ROBO,5
2023,Villa Hidalgo,ROBO,4
2024,Villa Hidalgo,ROBO,12
2025,Villa Hidalgo,ROBO,6
2015,Villa Purificación,ROBO,26
2016,Villa Purificación,ROBO,28
2017,Villa Purificación,ROBO,33
2018,Villa Purificación,ROBO,20
2019,Villa Purificación,ROBO,17
2020,Villa Purificación,ROBO,17
2021,Villa Purificación,ROBO,10
2022,Villa Purificación,ROBO,9
2023,Villa Purificación,ROBO,12
2024,Villa Purificación,ROBO,5
2025,Villa Purificación,ROBO,13
2015,Yahualica de González Gallo,ROBO,62
2016,Yahualica de González Gallo,ROBO,46
2017,Yahualica de González Gallo,ROBO,46
2018,Yahualica de González Gallo,ROBO,52
2019,Yahualica de González Gallo,ROBO,40
2020,Yahualica de González Gallo,ROBO,33
2021,Yahualica de González Gallo,ROBO,17
2022,Yahualica de González Gallo,ROBO,20
2023,Yahualica de González Gallo,ROBO,21
2024,Yahualica de González Gallo,ROBO,24
2025,Yahualica de González Gallo,ROBO,16
2015,Zacoalco de Torres,ROBO,77
2016,Zacoalco de Torres,ROBO,141
2017,Zacoalco de Torres,ROBO,101
2018,Zacoalco de Torres,ROBO,82
2019,Zacoalco de Torres,ROBO,71
2020,Zacoalco de Torres,ROBO,84
2021,Zacoalco de Torres,ROBO,68
2022,Zacoalco de Torres,ROBO,91
2023,Zacoalco de Torres,ROBO,60
2024,Zacoalco de Torres,ROBO,40
2025,Zacoalco de Torres,ROBO,40
2015,Zapopan,ROBO,3721
2016,Zapopan,ROBO,11100
2017,Zapopan,ROBO,17149
2018,Zapopan,ROBO,15661
2019,Zapopan,ROBO,14637
2020,Zapopan,ROBO,9705
2021,Zapopan,ROBO,9583
2022,Zapopan,ROBO,7611
2023,Zapopan,ROBO,7156
2024,Zapopan,ROBO,6206
2025,Zapopan,ROBO,4846
2015,Zapotiltic,ROBO,84
2016,Zapotiltic,ROBO,98
2017,Zapotiltic,ROBO,121
2018,Zapotiltic,ROBO,118
2019,Zapotiltic,ROBO,94
2020,Zapotiltic,ROBO,61
2021,Zapotiltic,ROBO,61
2022,Zapotiltic,ROBO,89
2023,Zapotiltic,ROBO,122
2024,Zapotiltic,ROBO,76
2025,Zapotiltic,ROBO,79
2015,Zapotitlán de Vadillo,ROBO,5
2016,Zapotitlán de Vadillo,ROBO,9
2017,Zapotitlán de Vadillo,ROBO,5
2018,Zapotitlán de Vadillo,ROBO,8
2019,Zapotitlán de Vadillo,ROBO,2
2020,Zapotitlán de Vadillo,ROBO,1
2021,Zapotitlán de Vadillo,ROBO,5
2022,Zapotitlán de Vadillo,ROBO,2
2023,Zapotitlán de Vadillo,ROBO,3
2024,Zapotitlán de Vadillo,ROBO,7
2025,Zapotitlán de Vadillo,ROBO,2
2015,Zapotlanejo,ROBO,245
2016,Zapotlanejo,ROBO,423
2017,Zapotlanejo,ROBO,429
2018,Zapotlanejo,ROBO,302
2019,Zapotlanejo,ROBO,322
2020,Zapotlanejo,ROBO,429
2021,Zapotlanejo,ROBO,271
2022,Zapotlanejo,ROBO,409
2023,Zapotlanejo,ROBO,407
2024,Zapotlanejo,ROBO,284
2025,Zapotlanejo,ROBO,219
2015,Zapotlán del Rey,ROBO,27
2016,Zapotlán del Rey,ROBO,32
2017,Zapotlán del Rey,ROBO,15
2018,Zapotlán del Rey,ROBO,20
2019,Zapotlán del Rey,ROBO,19
2020,Zapotlán del Rey,ROBO,10
2021,Zapotlán del Rey,ROBO,16
2022,Zapotlán del Rey,ROBO,20
2023,Zapotlán del Rey,ROBO,33
2024,Zapotlán del Rey,ROBO,53
2025,Zapotlán del Rey,ROBO,54
2015,Zapotlán el Grande,ROBO,860
2016,Zapotlán el Grande,ROBO,675
2017,Zapotlán el Grande,ROBO,605
2018,Zapotlán el Grande,ROBO,611
2019,Zapotlán el Grande,ROBO,446
2020,Zapotlán el Grande,ROBO,351
2021,Zapotlán el Grande,ROBO,319
2022,Zapotlán el Grande,ROBO,369
2023,Zapotlán el Grande,ROBO,451
2024,Zapotlán el Grande,ROBO,435
2025,Zapotlán el Grande,ROBO,367
2015,Acatic,SECUESTRO,0
2016,Acatic,SECUESTRO,0
2017,Acatic,SECUESTRO,0
2018,Acatic,SECUESTRO,0
2019,Acatic,SECUESTRO,1
2020,Acatic,SECUESTRO,0
2021,Acatic,SECUESTRO,0
2022,Acatic,SECUESTRO,0
2023,Acatic,SECUESTRO,0
2024,Acatic,SECUESTRO,0
2025,Acatic,SECUESTRO,0
2015,Acatlán de Juárez,SECUESTRO,0
2016,Acatlán de Juárez,SECUESTRO,0
2017,Acatlán de Juárez,SECUESTRO,0
2018,Acatlán de Juárez,SECUESTRO,0
2019,Acatlán de Juárez,SECUESTRO,0
2020,Acatlán de Juárez,SECUESTRO,0
2021,Acatlán de Juárez,SECUESTRO,0
2022,Acatlán de Juárez,SECUESTRO,0
2023,Acatlán de Juárez,SECUESTRO,0
2024,Acatlán de Juárez,SECUESTRO,0
2025,Acatlán de Juárez,SECUESTRO,0
2015,Ahualulco de Mercado,SECUESTRO,0
2016,Ahualulco de Mercado,SECUESTRO,0
2017,Ahualulco de Mercado,SECUESTRO,0
2018,Ahualulco de Mercado,SECUESTRO,0
2019,Ahualulco de Mercado,SECUESTRO,0
2020,Ahualulco de Mercado,SECUESTRO,0
2021,Ahualulco de Mercado,SECUESTRO,0
2022,Ahualulco de Mercado,SECUESTRO,0
2023,Ahualulco de Mercado,SECUESTRO,0
2024,Ahualulco de Mercado,SECUESTRO,0
2025,Ahualulco de Mercado,SECUESTRO,0
2015,Amacueca,SECUESTRO,0
2016,Amacueca,SECUESTRO,0
2017,Amacueca,SECUESTRO,0
2018,Amacueca,SECUESTRO,0
2019,Amacueca,SECUESTRO,0
2020,Amacueca,SECUESTRO,0
2021,Amacueca,SECUESTRO,0
2022,Amacueca,SECUESTRO,0
2023,Amacueca,SECUESTRO,0
2024,Amacueca,SECUESTRO,0
2025,Amacueca,SECUESTRO,0
2015,Amatitán,SECUESTRO,0
2016,Amatitán,SECUESTRO,0
2017,Amatitán,SECUESTRO,0
2018,Amatitán,SECUESTRO,0
2019,Amatitán,SECUESTRO,0
2020,Amatitán,SECUESTRO,0
2021,Amatitán,SECUESTRO,0
2022,Amatitán,SECUESTRO,0
2023,Amatitán,SECUESTRO,0
2024,Amatitán,SECUESTRO,0
2025,Amatitán,SECUESTRO,0
2015,Ameca,SECUESTRO,0
2016,Ameca,SECUESTRO,0
2017,Ameca,SECUESTRO,0
2018,Ameca,SECUESTRO,0
2019,Ameca,SECUESTRO,0
2020,Ameca,SECUESTRO,0
2021,Ameca,SECUESTRO,1
2022,Ameca,SECUESTRO,0
2023,Ameca,SECUESTRO,0
2024,Ameca,SECUESTRO,0
2025,Ameca,SECUESTRO,0
2015,Arandas,SECUESTRO,1
2016,Arandas,SECUESTRO,0
2017,Arandas,SECUESTRO,0
2018,Arandas,SECUESTRO,0
2019,Arandas,SECUESTRO,0
2020,Arandas,SECUESTRO,0
2021,Arandas,SECUESTRO,1
2022,Arandas,SECUESTRO,1
2023,Arandas,SECUESTRO,0
2024,Arandas,SECUESTRO,0
2025,Arandas,SECUESTRO,0
2015,Atemajac de Brizuela,SECUESTRO,1
2016,Atemajac de Brizuela,SECUESTRO,0
2017,Atemajac de Brizuela,SECUESTRO,0
2018,Atemajac de Brizuela,SECUESTRO,0
2019,Atemajac de Brizuela,SECUESTRO,0
2020,Atemajac de Brizuela,SECUESTRO,0
2021,Atemajac de Brizuela,SECUESTRO,0
2022,Atemajac de Brizuela,SECUESTRO,0
2023,Atemajac de Brizuela,SECUESTRO,0
2024,Atemajac de Brizuela,SECUESTRO,0
2025,Atemajac de Brizuela,SECUESTRO,0
2015,Atengo,SECUESTRO,0
2016,Atengo,SECUESTRO,0
2017,Atengo,SECUESTRO,0
2018,Atengo,SECUESTRO,0
2019,Atengo,SECUESTRO,0
2020,Atengo,SECUESTRO,0
2021,Atengo,SECUESTRO,0
2022,Atengo,SECUESTRO,0
2023,Atengo,SECUESTRO,0
2024,Atengo,SECUESTRO,0
2025,Atengo,SECUESTRO,0
2015,Atenguillo,SECUESTRO,0
2016,Atenguillo,SECUESTRO,0
2017,Atenguillo,SECUESTRO,0
2018,Atenguillo,SECUESTRO,0
2019,Atenguillo,SECUESTRO,0
2020,Atenguillo,SECUESTRO,0
2021,Atenguillo,SECUESTRO,0
2022,Atenguillo,SECUESTRO,0
2023,Atenguillo,SECUESTRO,0
2024,Atenguillo,SECUESTRO,0
2025,Atenguillo,SECUESTRO,0
2015,Atotonilco el Alto,SECUESTRO,0
2016,Atotonilco el Alto,SECUESTRO,1
2017,Atotonilco el Alto,SECUESTRO,0
2018,Atotonilco el Alto,SECUESTRO,0
2019,Atotonilco el Alto,SECUESTRO,0
2020,Atotonilco el Alto,SECUESTRO,0
2021,Atotonilco el Alto,SECUESTRO,0
2022,Atotonilco el Alto,SECUESTRO,0
2023,Atotonilco el Alto,SECUESTRO,0
2024,Atotonilco el Alto,SECUESTRO,0
2025,Atotonilco el Alto,SECUESTRO,0
2015,Atoyac,SECUESTRO,0
2016,Atoyac,SECUESTRO,0
2017,Atoyac,SECUESTRO,0
2018,Atoyac,SECUESTRO,0
2019,Atoyac,SECUESTRO,0
2020,Atoyac,SECUESTRO,0
2021,Atoyac,SECUESTRO,0
2022,Atoyac,SECUESTRO,0
2023,Atoyac,SECUESTRO,0
2024,Atoyac,SECUESTRO,0
2025,Atoyac,SECUESTRO,0
2015,Autlán de Navarro,SECUESTRO,0
2016,Autlán de Navarro,SECUESTRO,0
2017,Autlán de Navarro,SECUESTRO,0
2018,Autlán de Navarro,SECUESTRO,0
2019,Autlán de Navarro,SECUESTRO,0
2020,Autlán de Navarro,SECUESTRO,0
2021,Autlán de Navarro,SECUESTRO,0
2022,Autlán de Navarro,SECUESTRO,0
2023,Autlán de Navarro,SECUESTRO,0
2024,Autlán de Navarro,SECUESTRO,0
2025,Autlán de Navarro,SECUESTRO,0
2015,Ayotlán,SECUESTRO,0
2016,Ayotlán,SECUESTRO,0
2017,Ayotlán,SECUESTRO,0
2018,Ayotlán,SECUESTRO,0
2019,Ayotlán,SECUESTRO,0
2020,Ayotlán,SECUESTRO,0
2021,Ayotlán,SECUESTRO,0
2022,Ayotlán,SECUESTRO,0
2023,Ayotlán,SECUESTRO,0
2024,Ayotlán,SECUESTRO,0
2025,Ayotlán,SECUESTRO,0
2015,Ayutla,SECUESTRO,0
2016,Ayutla,SECUESTRO,0
2017,Ayutla,SECUESTRO,0
2018,Ayutla,SECUESTRO,0
2019,Ayutla,SECUESTRO,0
2020,Ayutla,SECUESTRO,0
2021,Ayutla,SECUESTRO,0
2022,Ayutla,SECUESTRO,0
2023,Ayutla,SECUESTRO,0
2024,Ayutla,SECUESTRO,0
2025,Ayutla,SECUESTRO,0
2015,Bolaños,SECUESTRO,0
2016,Bolaños,SECUESTRO,0
2017,Bolaños,SECUESTRO,0
2018,Bolaños,SECUESTRO,0
2019,Bolaños,SECUESTRO,0
2020,Bolaños,SECUESTRO,0
2021,Bolaños,SECUESTRO,0
2022,Bolaños,SECUESTRO,0
2023,Bolaños,SECUESTRO,0
2024,Bolaños,SECUESTRO,0
2025,Bolaños,SECUESTRO,0
2015,Cabo Corrientes,SECUESTRO,0
2016,Cabo Corrientes,SECUESTRO,0
2017,Cabo Corrientes,SECUESTRO,0
2018,Cabo Corrientes,SECUESTRO,0
2019,Cabo Corrientes,SECUESTRO,0
2020,Cabo Corrientes,SECUESTRO,0
2021,Cabo Corrientes,SECUESTRO,0
2022,Cabo Corrientes,SECUESTRO,0
2023,Cabo Corrientes,SECUESTRO,0
2024,Cabo Corrientes,SECUESTRO,0
2025,Cabo Corrientes,SECUESTRO,0
2015,Casimiro Castillo,SECUESTRO,0
2016,Casimiro Castillo,SECUESTRO,0
2017,Casimiro Castillo,SECUESTRO,0
2018,Casimiro Castillo,SECUESTRO,0
2019,Casimiro Castillo,SECUESTRO,0
2020,Casimiro Castillo,SECUESTRO,0
2021,Casimiro Castillo,SECUESTRO,0
2022,Casimiro Castillo,SECUESTRO,0
2023,Casimiro Castillo,SECUESTRO,0
